county map,county name,region,county type,elderly percentage,access to doctors,uninsured rate,diabetes rate,cardiovascular disease rate,poverty rate,african american population,hispanic population,covid risk index score,social vulnerability rank score,covid risk index,social vulnerability rank
39165, Warren  (OH) ,midwest,suburban,very low elderly percentage,very low access to doctors,very low uninsured rate,moderate diabetes rate,high cardiovascular disease rate,very low poverty rate,medium african american population,low hispanic population,0.036931,0.189695426,very low covid risk index,very low social vulnerability rank
55063, La Crosse  (WI) ,midwest,small city,low elderly percentage,very low access to doctors,very low uninsured rate,very low diabetes rate,low cardiovascular disease rate,low poverty rate,medium african american population,very low hispanic population,0.037249,0.235646822,very low covid risk index,very low social vulnerability rank
50027, Windsor  (VT) ,northeast,rural,very high elderly percentage,very low access to doctors,very low uninsured rate,low diabetes rate,very low cardiovascular disease rate,very low poverty rate,low african american population,very low hispanic population,0.037568,0.204075135,very low covid risk index,very low social vulnerability rank
46035, Davison  (SD) ,midwest,rural,moderate elderly percentage,low access to doctors,low uninsured rate,very low diabetes rate,low cardiovascular disease rate,low poverty rate,low african american population,low hispanic population,0.037886,0.248859174,very low covid risk index,very low social vulnerability rank
25001, Barnstable  (MA) ,northeast,small city,very high elderly percentage,very low access to doctors,very low uninsured rate,very low diabetes rate,low cardiovascular disease rate,very low poverty rate,medium african american population,low hispanic population,0.038204,0.193144434,very low covid risk index,very low social vulnerability rank
2068, Denali  (AK) ,noncontiguous,rural,very low elderly percentage,None,high uninsured rate,very low diabetes rate,None,very low poverty rate,low african american population,very low hispanic population,0.038523,0.32585164,very low covid risk index,very low social vulnerability rank
31135, Perkins  (NE) ,midwest,rural,very high elderly percentage,very low access to doctors,high uninsured rate,low diabetes rate,very low cardiovascular disease rate,low poverty rate,very low african american population,medium hispanic population,0.038841,0.231932506,very low covid risk index,very low social vulnerability rank
30011, Carter  (MT) ,rockies,rural,very high elderly percentage,None,high uninsured rate,low diabetes rate,very low cardiovascular disease rate,moderate poverty rate,very low african american population,very low hispanic population,0.03916,0.252361244,very low covid risk index,very low social vulnerability rank
31025, Cass  (NE) ,midwest,small city,low elderly percentage,high access to doctors,low uninsured rate,moderate diabetes rate,moderate cardiovascular disease rate,very low poverty rate,low african american population,low hispanic population,0.039478,0.167515653,very low covid risk index,very low social vulnerability rank
49025, Kane  (UT) ,rockies,rural,very high elderly percentage,moderate access to doctors,moderate uninsured rate,very low diabetes rate,very low cardiovascular disease rate,low poverty rate,very low african american population,medium hispanic population,0.039796,0.223601825,very low covid risk index,very low social vulnerability rank
46059, Hand  (SD) ,midwest,rural,very high elderly percentage,low access to doctors,moderate uninsured rate,very low diabetes rate,very low cardiovascular disease rate,very low poverty rate,very low african american population,very low hispanic population,0.040115,0.198238353,very low covid risk index,very low social vulnerability rank
50003, Bennington  (VT) ,northeast,rural,very high elderly percentage,very low access to doctors,very low uninsured rate,low diabetes rate,moderate cardiovascular disease rate,low poverty rate,very low african american population,very low hispanic population,0.040433,0.230552903,very low covid risk index,very low social vulnerability rank
26161, Washtenaw  (MI) ,midwest,small city,very low elderly percentage,very low access to doctors,very low uninsured rate,very low diabetes rate,moderate cardiovascular disease rate,moderate poverty rate,high african american population,medium hispanic population,0.040751,0.212989494,very low covid risk index,very low social vulnerability rank
48085, Collin  (TX) ,southwest,urban,very low elderly percentage,very low access to doctors,high uninsured rate,low diabetes rate,low cardiovascular disease rate,very low poverty rate,high african american population,very high hispanic population,0.04107,0.230340656,very low covid risk index,very low social vulnerability rank
27109, Olmsted  (MN) ,midwest,small city,very low elderly percentage,very low access to doctors,very low uninsured rate,very low diabetes rate,low cardiovascular disease rate,very low poverty rate,high african american population,medium hispanic population,0.041388,0.218720153,very low covid risk index,very low social vulnerability rank
49043, Summit  (UT) ,rockies,rural,very low elderly percentage,very low access to doctors,moderate uninsured rate,very low diabetes rate,very low cardiovascular disease rate,very low poverty rate,low african american population,high hispanic population,0.041706,0.234161095,very low covid risk index,very low social vulnerability rank
16055, Kootenai  (ID) ,rockies,small city,moderate elderly percentage,very low access to doctors,moderate uninsured rate,very low diabetes rate,very low cardiovascular disease rate,low poverty rate,very low african american population,medium hispanic population,0.042025,0.239201953,very low covid risk index,very low social vulnerability rank
30081, Ravalli  (MT) ,rockies,rural,very high elderly percentage,low access to doctors,high uninsured rate,very low diabetes rate,very low cardiovascular disease rate,moderate poverty rate,very low african american population,medium hispanic population,0.042343,0.247638756,very low covid risk index,very low social vulnerability rank
46045, Edmunds  (SD) ,midwest,rural,high elderly percentage,moderate access to doctors,moderate uninsured rate,very low diabetes rate,low cardiovascular disease rate,low poverty rate,very low african american population,very low hispanic population,0.042662,0.204022074,very low covid risk index,very low social vulnerability rank
38031, Foster  (ND) ,midwest,rural,very high elderly percentage,very low access to doctors,low uninsured rate,very low diabetes rate,very low cardiovascular disease rate,very low poverty rate,very low african american population,very low hispanic population,0.04298,0.250504086,very low covid risk index,very low social vulnerability rank
